"annotation_id","annotator","aspect","created_at","id","lead_time","platform","polarity","sentence","source_id","updated_at"
152,"1","build_quality","2025-09-01T03:13:31.633726Z",1112,103.291,"amazon","positive","This is a solid low profile mount that can be converted into a drop down with the addition of a length of threaded pipe.","B000TXNS6G","2025-09-01T03:13:31.633743Z"
153,"1","other","2025-09-01T03:13:59.663920Z",1113,19.53,"amazon","negative","What is the problem with this little MP3 player is just about everything else.","B085Y4QQNH","2025-09-01T03:13:59.663935Z"
154,"1","performance","2025-09-01T03:14:07.755921Z",1114,7.121,"amazon","neutral","Instruments sound like they should.","B000P0PF9G","2025-09-01T03:14:07.755934Z"
155,"1","general","2025-09-01T03:14:18.278413Z",1115,9.578,"amazon","positive","Easy choice for me to go for this after reading all the great reviews.","B001UB09G8","2025-09-01T03:14:18.278454Z"
156,"1","support","2025-09-01T03:14:28.797201Z",1116,9.534,"amazon","negative","On the packing slip it states to email them or call with any concerns, however, they did not include any contact information.","B003ZWXDE0","2025-09-01T03:14:28.797228Z"
157,"1","usability","2025-09-01T03:14:41.345901Z",1117,11.75,"amazon","negative","And the apps I do find often don't work well - with buggy interface with the touch screen, or half-loading screens.<br /><br />(2)  Touch screen is overall, AWFUL!","B0051VVOB2","2025-09-01T03:14:41.345938Z"
158,"1","design","2025-09-01T03:14:53.315410Z",1118,10.99,"amazon","positive","I use Apple and Matias Tactile Pro keyboards for most all my CPU's so I'm used to a good quality.","B004H0BQOI","2025-09-01T03:14:53.315427Z"
159,"1","build_quality","2025-09-01T03:15:05.319674Z",1119,10.642,"amazon","positive","Overall, I’m pleased to have found such high quality at this price-point and would recommend this set.","B079N9HDNQ","2025-09-01T03:15:05.319689Z"
160,"1","other","2025-09-01T03:15:10.394614Z",1120,4.181,"amazon","neutral","I will order another one and see if the next one does it too.","B00IO4X1IM","2025-09-01T03:15:10.394632Z"
161,"1","usability","2025-09-01T03:15:19.163006Z",1121,7.862,"amazon","neutral","It can be moved up to 18"" from the wall, angled down 15 degrees, and can be rotated until the TV hits the wall.<br /><br />There is not a size limit, even though it says 55"".","B00QOOZ4DE","2025-09-01T03:15:19.163021Z"
162,"1","general","2025-09-01T03:15:27.342655Z",1122,6.896,"amazon","positive","It's not in the way, but it's easy to access.","B07SG68M1N","2025-09-01T03:15:27.342670Z"
163,"1","battery","2025-09-01T03:15:30.870086Z",1123,2.259,"amazon","positive","Battery life is great at 8 hours.","B06WCZ5NGX","2025-09-01T03:15:30.870100Z"
164,"1","performance","2025-09-01T03:15:50.463295Z",1124,17.209,"amazon","negative","So far still sitting in delivery envelope while I figure out whether or not to return it.<br /><br />Can't rate its performance because, that's right, no way to use it.","B07H284NKP","2025-09-01T03:15:50.463307Z"
165,"1","price","2025-09-01T03:15:54.466093Z",1125,3.061,"amazon","positive","Worth the extra $$$.","B001GWCC4I","2025-09-01T03:15:54.466139Z"
166,"1","usability","2025-09-01T03:16:01.997118Z",1126,6.197,"amazon","negative","This problem doesn't happen all the time, but when it does it will be a handful of times a day for a number of days...then it'll be fine for a couple weeks, then it starts all over again.","B00DVFLJDS","2025-09-01T03:16:01.997135Z"
167,"1","usability","2025-09-01T03:16:15.749522Z",1127,12.985,"amazon","positive","bought XPS 27 with touch screen and it came with a mouse and keyboard thought I might want this and it works great but with touch and mouse not needed","B00AM0SI16","2025-09-01T03:16:15.749558Z"
168,"1","general","2025-09-01T03:16:27.130472Z",1128,10.344,"amazon","positive","I did look through with one eye and it was very clear.","B07VF5G3B3","2025-09-01T03:16:27.130505Z"
169,"1","price","2025-09-01T03:16:33.526993Z",1129,4.529,"amazon","positive","Ten piece for a great value!","B07WNW9TQZ","2025-09-01T03:16:33.527013Z"
170,"1","screen","2025-09-01T03:16:37.953864Z",1130,3.094,"amazon","positive","This screen is perfect!!!","B00CYLOTPK","2025-09-01T03:16:37.953918Z"
171,"1","other","2025-09-01T03:16:50.515827Z",1131,11.645,"amazon","neutral","Other drives like this have 119 GB of usable space.","B0BTNSKG44","2025-09-01T03:16:50.515842Z"
172,"1","usability","2025-09-01T03:16:55.808943Z",1132,4.436,"amazon","negative","So there's no real good way for me to set it up.","B004OVECU0","2025-09-01T03:16:55.808960Z"
173,"1","support","2025-09-01T03:17:05.954949Z",1133,8.805,"amazon","neutral","I called on 8/5/19 and they said the issue would have to be escalated.","B07C7W91YR","2025-09-01T03:17:05.954964Z"
174,"1","performance","2025-09-01T03:17:15.664275Z",1134,8.862,"amazon","positive","this card works great, and its a great price.  i have several other micro SD cards so the adapter is nice to have for when in need to load it to my desktop.","B001CQT0X4","2025-09-01T03:17:15.664296Z"
175,"1","usability","2025-09-01T03:17:26.485768Z",1135,9.858,"amazon","neutral","I've also installed these alarms in our home under all of our sinks and washing machine.","B002UACINU","2025-09-01T03:17:26.485783Z"
176,"1","performance","2025-09-01T03:17:35.068045Z",1136,7.706,"amazon","positive","I used it the other day and it took fabulous pictures.  love it.","B0036ORZBO","2025-09-01T03:17:35.068078Z"
177,"1","battery","2025-09-01T03:17:43.552445Z",1137,7.214,"amazon","negative","6ish months in and the card is already dead.","B00V5Q1K3O","2025-09-01T03:17:43.552486Z"
178,"1","price","2025-09-01T03:17:52.003378Z",1138,7.524,"amazon","positive","These are affordable, cute, I like the purple ones, and they do their job.","B003EM6AQE","2025-09-01T03:17:52.003394Z"
179,"1","general","2025-09-01T03:17:59.151789Z",1139,5.808,"amazon","neutral","The time ran out to return it.","B075XN1NZC","2025-09-01T03:17:59.151817Z"
180,"1","price","2025-09-01T03:18:08.424539Z",1140,8.345,"amazon","positive","These are not the best earbuds that I own, but the sound pretty quality is good, making this a really great value at $8.","B00FT3OMC0","2025-09-01T03:18:08.424552Z"
181,"1","price","2025-09-01T03:18:20.152369Z",1141,10.856,"amazon","neutral","I bought it for $19 but I wouldn't pay any more for it than that, I see it's double the price now so that's a shame because it's a great addition for your morning routine or cleaning the bathroom<br /><br />SIde note** This Speaker is meant for bathroom use.","B00KUSZ80O","2025-09-01T03:18:20.152383Z"
182,"1","support","2025-09-01T03:18:32.978646Z",1142,11.888,"amazon","negative","While there is a downloadable and on screen manual, the instructions in those manuals cover a wide range of tv models so a lot of the menu options described do not work for all TV's.","B01CF07ML2","2025-09-01T03:18:32.978661Z"
183,"1","performance","2025-09-01T03:18:41.450247Z",1143,6.618,"amazon","negative","They work ok when the phone is out of my pocket, but this limitation is comically bad.","B078P2Y7RL","2025-09-01T03:18:41.450262Z"
184,"1","performance","2025-09-01T03:18:47.755865Z",1144,5.308,"amazon","positive","When it comes to the sound, all I can say is ""wow!""  Everything is extremely clear, and I feel, balanced.","B00HVLUR86","2025-09-01T03:18:47.755882Z"
185,"1","general","2025-09-01T03:18:52.351800Z",1145,3.742,"amazon","positive","Excellent item to have!","B07XBTB8VV","2025-09-01T03:18:52.351816Z"
186,"1","design","2025-09-01T03:18:58.097010Z",1146,4.706,"amazon","positive","Works great, long lasting cord, nice bright color making easy to find, nice long cord, great price!!","B0177Q07ES","2025-09-01T03:18:58.097027Z"
187,"1","performance","2025-09-01T14:17:13.379003Z",1147,20.874,"amazon","positive","This product is excellent and does everything it claims including preventing fingerprints!!!","B004ZXZK4O","2025-09-01T14:17:13.379091Z"
188,"1","battery","2025-09-01T14:17:30.127226Z",1148,15.828,"amazon","negative","So once those die you have to be music-less.","B004YI6N00","2025-09-01T14:17:30.127257Z"
189,"1","general","2025-09-01T14:17:54.981411Z",1149,23.741,"amazon","positive","Worked great on my ps4.","B01MCRKMEH","2025-09-01T14:17:54.981428Z"
190,"1","usability","2025-09-01T14:18:15.580647Z",1150,19.285,"amazon","positive","Not sure how well they would work with bulbs, but they are great with the LED lights I use.","B07F3TNRTF","2025-09-01T14:18:15.580659Z"
191,"1","general","2025-09-01T14:19:55.650307Z",1151,99.118,"amazon","neutral","I just started using the product for about 1 day now.","B01G8JO5F2","2025-09-01T14:19:55.650319Z"
192,"1","general","2025-09-01T14:20:12.369263Z",1152,15.953,"amazon","negative","Will, it did not last long.","B09HZPYHNS","2025-09-01T14:20:12.369277Z"
193,"1","usability","2025-09-01T14:20:38.985557Z",1153,25.755,"amazon","positive","Thankfully,  it was very easy to install.","B07ZWKL6WR","2025-09-01T14:20:38.985570Z"
194,"1","general","2025-09-01T14:23:45.998153Z",1154,185.912,"amazon","positive","Other times I have only been able to use the product when the power delivery is connected.<br /><br />I believe that information to be quite relevant but that is not the reason I'm talking one star off.","B076KPQ4K5","2025-09-01T14:23:45.998166Z"
195,"1","general","2025-09-01T14:23:52.447992Z",1155,5.679,"amazon","negative","I wasn't sure why until I packed them into a bag for a trip and realized that they would be a lot less likely to get broken with the cups folded down like that.","B07PQBQ6GC","2025-09-01T14:23:52.448068Z"
196,"1","performance","2025-09-01T14:23:57.982833Z",1156,4.706,"amazon","positive","The sound quality is great and they don't fall out.","B07WZJJG43","2025-09-01T14:23:57.982848Z"
197,"1","performance","2025-09-01T14:25:14.195052Z",1157,75.082,"amazon","positive","I love my Dot with Alexa.","B00TSUGXKE","2025-09-01T14:25:14.195065Z"
198,"1","usability","2025-09-01T14:26:46.884762Z",1158,91.766,"amazon","negative","These ones hit the mark on staying put in my ears but clearly missed the mark when it comes to audio output.","B088MNF7NK","2025-09-01T14:26:46.884775Z"
199,"1","usability","2025-09-01T14:28:30.546535Z",1159,102.706,"amazon","positive","RAM makes excellent products that hold your gadgets in place and this is an important part for doing just that.","B002KO5XVU","2025-09-01T14:28:30.546641Z"
200,"1","performance","2025-09-01T14:28:38.762311Z",1160,7.29,"amazon","positive","This drive is perfect for a person with a laptop that needs (as in my case) lots of space for their music and photo files.","B0031ESJ28","2025-09-01T14:28:38.762347Z"
201,"1","general","2025-09-01T14:28:44.527960Z",1161,4.482,"amazon","neutral","The SX280 shouldn't have a problem with that (manual zoom).","B00BW6LTG0","2025-09-01T14:28:44.527992Z"
202,"1","usability","2025-09-01T14:28:52.025142Z",1162,6.625,"amazon","positive","Love this print and the iPad Pro cover:)","B014I9TF0Y","2025-09-01T14:28:52.025156Z"
203,"1","usability","2025-09-01T14:29:34.912388Z",1163,41.999,"amazon","neutral","Once paired the light will turn blue and on my phone Bluetooth preferences it shows up as C300-XT.","B07ML6NXPS","2025-09-01T14:29:34.912400Z"
204,"1","usability","2025-09-01T14:29:40.447359Z",1164,4.264,"amazon","positive","This cord works great and it’s long!!!!!","B07DC4PZC4","2025-09-01T14:29:40.447422Z"
205,"1","performance","2025-09-01T14:29:59.165812Z",1165,17.855,"amazon","negative","So no remote (this or our cablebox remote or any other) works.","B009EPP4CG","2025-09-01T14:29:59.165824Z"
206,"1","usability","2025-09-01T14:30:16.617697Z",1166,16.57,"amazon","neutral","I point this out so as to help you consider the validity of my review of the iShuffle by itself.","B0002ZAIM8","2025-09-01T14:30:16.617730Z"
207,"1","performance","2025-09-01T14:30:24.421199Z",1167,6.479,"amazon","positive","I wanted removable speakers, good sound at all volumes and a sleek look.","B00021MX1Q","2025-09-01T14:30:24.421218Z"
208,"1","general","2025-09-01T14:31:38.108740Z",1168,63.578,"amazon","neutral","Can't knock the product though, it appears to work quite well for any other purpose.","B005UUY24A","2025-09-01T14:31:38.108755Z"
209,"1","general","2025-09-01T14:33:10.258803Z",1169,91.222,"amazon","neutral","For my home office & home streaming/voip/web needs the Actiontec is a tad unsatisfactory but just as good as this one, at less than half the price.","B078PGCGN2","2025-09-01T14:33:10.258821Z"
210,"1","design","2025-09-01T14:33:32.035372Z",1170,20.416,"amazon","negative","I personally would not give up my mid-range projector for this one.<br />One thing that I found particularly annoying is that rather than the optical zoom and focus dials found on usual projectors, there is only a focus and tilt dial.","B07Z82LM7K","2025-09-01T14:33:32.035386Z"
211,"1","battery","2025-09-01T14:33:40.381451Z",1171,7.52,"amazon","positive","Rechargeable battery inside - no more throwing away batteries (love, it's green) The sound is extremely clear, words and notes distinct.<br /><br />Cons: The sound is just a bit on the tinny side.","B00N32I2Q6","2025-09-01T14:33:40.381469Z"
212,"1","general","2025-09-01T14:33:45.495787Z",1172,4.288,"amazon","neutral","Also, I'm able to keep my night lights plugged in","B0798M639B","2025-09-01T14:33:45.495802Z"
213,"1","general","2025-09-01T14:34:50.271619Z",1173,63.448,"amazon","neutral","Thats what this feels like","B000VINRCY","2025-09-01T14:34:50.271635Z"
214,"1","general","2025-09-01T14:35:17.509339Z",1174,25.813,"amazon","negative","Worst mistake I ever made!","B018Y22C2Y","2025-09-01T14:35:17.509353Z"
215,"1","performance","2025-09-01T14:38:37.274030Z",1175,198.804,"amazon","positive","Love my tap now my grandkids can play their music anywhere in the house I don't have to have a radio because this works better much better.","B01BH83OOM","2025-09-01T14:38:37.274044Z"
216,"1","performance","2025-09-01T14:38:44.063831Z",1176,5.933,"amazon","neutral","I average about 10 hours a week.","B07D3NS9TQ","2025-09-01T14:38:44.063848Z"
217,"1","performance","2025-09-01T14:38:48.167014Z",1177,3.288,"amazon","positive","As good as any 16-gauge speaker wire I've ever used.","B006LW0WDQ","2025-09-01T14:38:48.167033Z"
218,"1","performance","2025-09-01T14:39:21.601185Z",1178,32.574,"amazon","positive","We love this speaker!","B016XTADG2","2025-09-01T14:39:21.601199Z"
219,"1","usability","2025-09-01T14:40:57.614526Z",1179,90.053,"amazon","positive","Many other brands don't have any app support for earbuds in this price range, but I love being able to customize the equalization to improve clarity for different types of music.","B09LH7B49B","2025-09-01T14:40:57.614541Z"
220,"1","general","2025-09-01T14:41:14.446813Z",1180,15.961,"amazon","positive","I would and will recommend this router to anyone.","B078KNZBHM","2025-09-01T14:41:14.446827Z"
221,"1","performance","2025-09-01T14:41:18.552446Z",1181,2.18,"amazon","positive","Also sound great too.","B00HH2GINM","2025-09-01T14:41:18.552483Z"
222,"1","general","2025-09-01T14:41:26.984477Z",1182,7.089,"amazon","positive","Works perfect for me, installation took about an hour I did with my sister and watching YouTube.","B08HK6Y85Z","2025-09-01T14:41:26.984513Z"
223,"1","general","2025-09-01T14:41:31.327160Z",1183,3.47,"amazon","positive","I absolutely LOVE this mouse.","B071YZJ1G1","2025-09-01T14:41:31.327226Z"
224,"1","design","2025-09-01T14:41:42.854082Z",1184,10.501,"amazon","neutral","My only complaint is that you really cannot adjust the height of the keyboard to make it more comfortable, a minor issue, but one nonetheless.","B00LZL83M0","2025-09-01T14:41:42.854118Z"
225,"1","general","2025-09-01T14:41:47.085119Z",1185,2.591,"amazon","positive","This totally fits the bill!","B08BVZLK9G","2025-09-01T14:41:47.085139Z"
226,"1","general","2025-09-01T14:41:56.724399Z",1186,7.918,"amazon","neutral","I have contemplated giving this to my son and replacing it with a newer version.","B00CM0XHNS","2025-09-01T14:41:56.724412Z"
227,"1","usability","2025-09-01T14:42:11.897256Z",1187,13.998,"amazon","positive","My main concern was one falling out, but with that pad, that hasn't been a problem and I doubt it will be.<br /><br />I had no problem with ear buds disconnecting from each other.","B074WTKWG6","2025-09-01T14:42:11.897270Z"
228,"1","support","2025-09-01T14:42:28.864627Z",1188,15.792,"amazon","negative","I wasn't sure what the guide stickers were for and they weren't mentioned in the instructions.","B019OG6WMA","2025-09-01T14:42:28.864664Z"
229,"1","usability","2025-09-01T14:42:34.907521Z",1189,5.143,"amazon","positive","Nothing wrong with the 10 inch one - it works GREAT, but this one is so much larger, making the photos easier to see from across the room.","B09Q2YP1ZH","2025-09-01T14:42:34.907534Z"
230,"1","general","2025-09-01T14:42:40.090015Z",1190,3.858,"amazon","negative","Pretty much useless after a month.. don’t waste your money.","B07ZV2D4H6","2025-09-01T14:42:40.090031Z"
231,"1","usability","2025-09-01T14:42:45.789089Z",1191,4.756,"amazon","positive","Certainly not as fast as the 950 Pro that I have in my desktop but it was perfect for a NUC build.","B00TGIVY1G","2025-09-01T14:42:45.789104Z"
232,"1","general","2025-09-01T15:13:52.261418Z",1192,1865.07,"amazon","positive","These work great and are much easier that punching down wires.","B08GKCN3BX","2025-09-01T15:13:52.261434Z"
233,"1","general","2025-09-01T15:13:57.565591Z",1193,3.961,"amazon","neutral","I will probably replace it with a leather or silicone band.","B07V2G9T49","2025-09-01T15:13:57.565636Z"
234,"1","design","2025-09-01T15:14:09.897064Z",1194,11.432,"amazon","neutral","They are great for cable management but not the best looking.","B07FW388KV","2025-09-01T15:14:09.897077Z"
235,"1","usability","2025-09-01T15:14:19.895353Z",1195,8.872,"amazon","positive","Easier to play games, check email, etc. then opening a laptop.","B07HZHJGY7","2025-09-01T15:14:19.895390Z"
236,"1","general","2025-09-01T15:15:54.187482Z",1196,92.903,"amazon","negative","Its gonna look terrible, fuzzy pic, no features or just not work.","B00AEP8TG8","2025-09-01T15:15:54.187495Z"
237,"1","general","2025-09-01T15:15:59.516258Z",1197,6.325,"amazon","neutral","I've even dropped it with the camera inside and there wasn't any problem.","B0142FNW4E","2025-09-01T15:16:03.457241Z"
238,"1","general","2025-09-01T15:16:12.614899Z",1198,8.306,"amazon","neutral","My own home classical guitar recordings come across very weak and muted out as compared to the sounds on the Z313 system.","B008X1BVH4","2025-09-01T15:16:12.614911Z"
239,"1","design","2025-09-01T15:23:24.429226Z",1199,427.203,"amazon","positive","Love how it lights up so you know the connection is active!","B07V7W2WSQ","2025-09-01T15:23:24.429240Z"
240,"1","usability","2025-09-01T15:25:11.703802Z",1200,105.941,"amazon","negative","I rarely take my iPad off the stand and today the clamp broke.","B08L9GHCNW","2025-09-01T15:25:11.703820Z"
241,"1","general","2025-09-01T15:27:51.667068Z",1201,158.964,"amazon","positive","That was a real problem with my older phone (a Motorola) which would ding me for a unit as soon as I hit the browser button.<br /><br />Value: Love the TMPL!","B007VFSCVG","2025-09-01T15:27:51.667083Z"
242,"1","general","2025-09-01T15:28:22.039666Z",1202,7.017,"amazon","neutral","Swapped the hdd with the ssd, restarted the laptop and poof!","B078DPCY3T","2025-09-01T15:28:22.040158Z"
243,"1","general","2025-09-01T15:29:54.709964Z",1203,91.815,"amazon","positive","This was recommended to me by several other fitness professional friends and they aren’t wrong—it’s great!","B07C32XSH1","2025-09-01T15:29:54.709979Z"
244,"1","general","2025-09-01T15:31:09.409516Z",1204,3.424,"amazon","negative","I hate to pay for commercials.","B003VPR090","2025-09-01T15:31:09.409531Z"
245,"1","usability","2025-09-01T15:32:38.438492Z",1205,88.137,"amazon","positive","Works great.  multiple USB ports are very useful (was using lap top as charging, and phone, and charging kindle no problem).","B074QLCKW6","2025-09-01T15:32:38.438504Z"
246,"1","general","2025-09-01T15:41:41.995024Z",1206,542.559,"amazon","negative","I wish I could return it.","B00GD1BGYO","2025-09-01T15:41:41.995039Z"
247,"1","general","2025-09-01T15:41:47.727344Z",1207,4.27,"amazon","positive","I'd had Meade telescopes before and because of the name, I went with the Polaris 130.<br /><br />Wow!!!","B00LU1DY8S","2025-09-01T15:41:47.727363Z"
248,"1","usability","2025-09-01T15:43:44.711259Z",1208,115.53,"amazon","negative","My sweet AirPod Pros are uncomfortable and fall out of my ear.","B08RLW281V","2025-09-01T15:43:44.711274Z"
249,"1","general","2025-09-01T15:44:40.667437Z",1209,55.142,"amazon","positive","So far I like this player more than my old Sony, which I have grown frustrated with over the years.","B00TKOSUDQ","2025-09-01T15:44:40.667472Z"
250,"1","usability","2025-09-01T15:46:27.846165Z",1210,105.808,"amazon","positive","They're used outdoors at our lake place and work great.","B00081NX5U","2025-09-01T15:46:27.846179Z"
251,"1","usability","2025-09-01T15:50:42.356488Z",1211,252.339,"amazon","neutral","It has to be plugged in so you will definitely need to use it somewhere indoors, which wasn't an issue for me since I already use Ring video camera outside.","B087D6DRCC","2025-09-01T15:50:42.356528Z"
252,"1","performance","2025-09-01T15:50:48.049581Z",1212,4.745,"amazon","positive","It’s a standard plug but a cable didn’t come for it.<br />Overall this is a great speaker with great sound and Alexa works perfectly!","B07Q337VV3","2025-09-01T15:50:48.049598Z"
253,"1","usability","2025-09-01T15:51:00.917540Z",1213,10.584,"amazon","positive","It’s great because you can listen to the radio, movies and the sound is ok for what it is.","B0BMFFG8ZH","2025-09-01T15:51:00.917555Z"
254,"1","general","2025-09-01T15:53:20.190196Z",1214,137.978,"amazon","positive","The old one that came with the Jabra Mini was great.","B07Y41NMK2","2025-09-01T15:53:20.190217Z"
